conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/0521,nauki o środowisku,,,released,2023-07-04T07:18:15.885Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0521
SkillGroup,http://data.europa.eu/esco/isced-f/0522,środowisko naturalne i przyroda,,,released,2023-06-20T15:39:26.442Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0522
SkillGroup,http://data.europa.eu/esco/isced-f/0529,"środowisko, gdzie indziej niesklasyfikowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0529
SkillGroup,http://data.europa.eu/esco/isced-f/053,nauki fizyczne,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,053
SkillGroup,http://data.europa.eu/esco/isced-f/0530,"nauki fizyczne, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0530
SkillGroup,http://data.europa.eu/esco/isced-f/0531,chemia,,,released,2023-07-03T08:37:32.521Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0531
SkillGroup,http://data.europa.eu/esco/isced-f/0532,nauki o ziemi,,,released,2023-07-05T08:44:07.574Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0532
SkillGroup,http://data.europa.eu/esco/isced-f/0533,fizyka,,,released,2025-01-29T11:06:12.495Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0533
SkillGroup,http://data.europa.eu/esco/isced-f/0539,"nauki fizyczne, gdzie indziej niesklasyfikowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0539
SkillGroup,http://data.europa.eu/esco/isced-f/054,matematyka i statystyka,,,released,2023-07-06T08:50:16.696Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,054
SkillGroup,http://data.europa.eu/esco/isced-f/0540,"matematyka i statystyka, bliżej niezdefiniowane",,,released,2023-07-05T15:10:32.277Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0540
SkillGroup,http://data.europa.eu/esco/isced-f/0541,matematyka,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0541
SkillGroup,http://data.europa.eu/esco/isced-f/0542,statystyka,,,released,2023-10-30T10:14:10.981Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0542
SkillGroup,http://data.europa.eu/esco/isced-f/058,"interdyscyplinarne programy i kwalifikacje związane z naukami przyrodniczymi, matematyką i statystyką",,,released,2023-10-27T15:47:05.331Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,058
SkillGroup,http://data.europa.eu/esco/isced-f/0588,"interdyscyplinarne programy i kwalifikacje związane z naukami przyrodniczymi, matematyką i statystyką",,,released,2023-10-30T10:14:26.898Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0588
SkillGroup,http://data.europa.eu/esco/isced-f/059,"nauki przyrodnicze, matematyka i statystyka, gdzie indziej niesklasyfikowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,059
SkillGroup,http://data.europa.eu/esco/isced-f/0599,"nauki przyrodnicze, matematyka i statystyka, gdzie indziej niesklasyfikowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0599
SkillGroup,http://data.europa.eu/esco/isced-f/06,technologie informacyjno-komunikacyjne (ict),,,released,2021-08-30T14:57:56.832Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,06
SkillGroup,http://data.europa.eu/esco/isced-f/061,technologie informacyjno-komunikacyjne (ict),,,released,2021-08-30T14:53:01.939Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,061
SkillGroup,http://data.europa.eu/esco/isced-f/0610,"technologie informacyjno-komunikacyjne (ict), bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0610
SkillGroup,http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów,,,released,2023-07-06T09:57:34.775Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0611
SkillGroup,http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi,,,released,2023-10-20T09:49:49.879Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0612
SkillGroup,http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji,,,released,2023-07-11T10:47:11.805Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0613
SkillGroup,http://data.europa.eu/esco/isced-f/0619,"technologie informacyjno-komunikacyjne, gdzie indziej niesklasyfikowane",,,released,2023-10-20T10:01:42.693Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0619
SkillGroup,http://data.europa.eu/esco/isced-f/068,interdyscyplinarne programy i kwalifikacje związane z technologiami informacyjno-komunikacyjnymi (ict),,,released,2023-07-06T09:54:36.209Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,068
SkillGroup,http://data.europa.eu/esco/isced-f/0688,interdyscyplinarne programy i kwalifikacje związane z technologiami informacyjno-komunikacyjnymi (ict),,,released,2023-07-03T14:47:33.378Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0688
SkillGroup,http://data.europa.eu/esco/isced-f/07,"inżynieria, produkcja i budownictwo",,,released,2022-01-13T15:06:40.148Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,07
SkillGroup,http://data.europa.eu/esco/isced-f/070,"inżynieria, produkcja i budownictwo, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,070
SkillGroup,http://data.europa.eu/esco/isced-f/0700,"inżynieria, produkcja i budownictwo, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0700
SkillGroup,http://data.europa.eu/esco/isced-f/071,nauki inżynieryjno-techniczne,,,released,2023-07-05T08:57:22.584Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,071
SkillGroup,http://data.europa.eu/esco/isced-f/0710,"nauki inżynieryjno-techniczne, bliżej niezdefiniowane",,,released,2024-01-29T16:12:44.504Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0710
SkillGroup,http://data.europa.eu/esco/isced-f/0711,inżynieria chemiczna i procesowa,,,released,2024-01-29T17:05:57.588Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0711
SkillGroup,http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska,,,released,2023-07-05T08:23:25.85Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0712
SkillGroup,http://data.europa.eu/esco/isced-f/0713,elektryczność i energia,,,released,2024-01-30T15:25:24.149Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0713
SkillGroup,http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka,,,released,2023-07-05T15:43:39.362Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0714
SkillGroup,http://data.europa.eu/esco/isced-f/0715,mechanika i metalurgia,,,released,2024-01-29T16:22:28.909Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0715
SkillGroup,http://data.europa.eu/esco/isced-f/0716,"pojazdy silnikowe, statki i statki powietrzne",,,released,2023-07-05T15:16:47.21Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0716
SkillGroup,http://data.europa.eu/esco/isced-f/0719,"nauki inżynieryjno-techniczne, gdzie indziej niesklasyfikowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0719
SkillGroup,http://data.europa.eu/esco/isced-f/072,produkcja i przetwórstwo,,,released,2023-07-05T15:26:59.847Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,072
SkillGroup,http://data.europa.eu/esco/isced-f/0720,"produkcja i przetwórstwo, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0720
SkillGroup,http://data.europa.eu/esco/isced-f/0721,przetwórstwo żywności,,,released,2023-08-03T10:03:35.737Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0721
SkillGroup,http://data.europa.eu/esco/isced-f/0722,"surowce (szkło, papier, plastik i drewno)",,,released,2023-01-24T18:49:48.26Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0722
SkillGroup,http://data.europa.eu/esco/isced-f/0723,"tekstylia (ubrania, obuwie i wyroby skórzane)",,,released,2020-12-07T15:19:56.923Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0723
SkillGroup,http://data.europa.eu/esco/isced-f/0724,górnictwo i wydobycie,,,released,2023-01-27T16:39:07.762Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0724
SkillGroup,http://data.europa.eu/esco/isced-f/0729,"produkcja i przetwórstwo, gdzie indziej niesklasyfikowane",,,released,2022-01-13T15:06:17.576Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0729
SkillGroup,http://data.europa.eu/esco/isced-f/073,architektura i budownictwo,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,073
SkillGroup,http://data.europa.eu/esco/isced-f/0730,"architektura i budownictwo, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0730
SkillGroup,http://data.europa.eu/esco/isced-f/0731,architektura i urbanistyka,,,released,2024-01-29T16:17:36.811Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0731
SkillGroup,http://data.europa.eu/esco/isced-f/0732,budownictwo oraz inżynieria lądowa i wodna,,,released,2024-01-29T17:05:50.79Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0732
SkillGroup,http://data.europa.eu/esco/isced-f/078,"interdyscyplinarne programy i kwalifikacje związane z inżynierią, produkcją i budownictwem",,,released,2023-10-30T09:59:15.592Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,078
SkillGroup,http://data.europa.eu/esco/isced-f/0788,"interdyscyplinarne programy i kwalifikacje związane z inżynierią, produkcją i budownictwem",,,released,2023-07-03T14:54:39.891Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0788
SkillGroup,http://data.europa.eu/esco/isced-f/079,"inżynieria, produkcja i budownictwo, gdzie indziej niesklasyfikowane",,,released,2022-01-13T15:04:52.225Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,079
SkillGroup,http://data.europa.eu/esco/isced-f/0799,"inżynieria, produkcja i budownictwo, gdzie indziej niesklasyfikowane",,,released,2023-10-30T09:59:05.5Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0799
SkillGroup,http://data.europa.eu/esco/isced-f/08,"rolnictwo, leśnictwo, rybołówstwo i weterynaria",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,08
SkillGroup,http://data.europa.eu/esco/isced-f/080,"rolnictwo, leśnictwo, rybołówstwo i weterynaria, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,080
SkillGroup,http://data.europa.eu/esco/isced-f/0800,"rolnictwo, leśnictwo, rybołówstwo i weterynaria, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0800
SkillGroup,http://data.europa.eu/esco/isced-f/081,rolnictwo,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,081
SkillGroup,http://data.europa.eu/esco/isced-f/0810,"rolnictwo, bliżej niezdefiniowane",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0810
SkillGroup,http://data.europa.eu/esco/isced-f/0811,produkcja roślinna i zwierzęca,,,released,2021-03-16T13:50:53.105Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0811
