conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,skill/competence,transversal,posługiwać się językiem irlandzkim w mowie,released,,Komunikować się w języku irlandzkim ustnie.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,język irlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,skill/competence,transversal,posługiwać się językiem pendżabskim w mowie,released,,Komunikować się w języku pendżabskim ustnie.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,pendżabski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,skill/competence,transversal,rozumieć język słowacki w mowie,released,,Rozumieć mówiony język słowacki.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,słowacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,knowledge,transversal,jawajski,released,,Język jawajski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,skill/competence,transversal,rozumieć język fiński w mowie,released,,Rozumieć mówiony język fiński.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,fiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,skill/competence,transversal,rozumieć język waloński w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku walońskim.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,waloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,skill/competence,transversal,posługiwać się językiem chorwackim w piśmie,released,,Redagować teksty w formie pisemnej w języku chorwackim.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,chorwacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c946ebd-21de-4b08-af66-dff0356b5ad1,skill/competence,transversal,rozumieć język białoruski w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku białoruskim.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,białoruski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,knowledge,transversal,język luksemburski,released,zdolność rozumienia języka luksemburskiego w mowie i piśmie oraz mówienia i pisania w tym języku | kompetentny w języku luksemburskim,Język używany w Luksemburgu.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7da256db-ea36-43e3-ba4c-286b598628d5,skill/competence,transversal,posługiwać się językiem białoruskim w mowie,released,,Komunikować się w języku białoruskim ustnie.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,białoruski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e2c0de4-240d-4c6f-9336-56c0ac349212,skill/competence,transversal,rozumieć język polski w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku polskim.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ed08054-550c-4206-a991-1718dcb68658,skill/competence,transversal,rozumieć język bihari w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee20fe2-facd-4cc5-837b-927429e0e7ac,skill/competence,transversal,rozumieć język angielski w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku angielskim.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,angielski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,knowledge,transversal,szwedzki,released,,Język szwedzki. Język szwedzki jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f030a50-030e-429e-8f50-02186b27f7ea,skill/competence,transversal,rozumieć język czarnogórski w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku czarnogórskim.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,czarnogórski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8024130b-1359-485d-b40f-9b31e25d7c17,skill/competence,transversal,rozumieć język bengalski w mowie,released,,Rozumieć mówiony język bengalski.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,skill/competence,transversal,rozumieć język koreański w mowie,released,,Rozumieć mówiony język koreański.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,koreański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,knowledge,transversal,norweski,released,,Język norweski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,skill/competence,transversal,rozumieć język hindi w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87087740-89b7-4d0c-a3a1-99c573c81b62,skill/competence,transversal,rozumieć język marathi w mowie,released,,Rozumieć mówiony język marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,język marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,knowledge,transversal,włoski,released,,Język włoski. Język włoski jest językiem urzędowym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/877057bc-7be8-4d40-9bab-cda10eb4b999,skill/competence,transversal,posługiwać się językiem starogreckim w piśmie,released,,Redagować teksty w formie pisemnej w języku starogreckim.,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,starogrecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88778b48-d8dd-4c7e-8154-6f45fab4b0e9,skill/competence,transversal,rozumieć język maltański w mowie,released,,Rozumieć wyrażany ustnie język maltański.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/894f3286-ae58-4a13-a8ed-9aa7c5c77c18,skill/competence,transversal,posługiwać się językiem romskim w mowie,released,,Porozumiewanie się ustnie w języku romskim.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,skill/competence,transversal,posługiwać się językiem rosyjskim w mowie,released,,Porozumiewać się ustnie w języku rosyjskim.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,rosyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,knowledge,cross-sector,starogrecki,released,,Język starożytnej Grecji.,http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7,Języki klasyczne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,knowledge,transversal,hebrajski,released,,Język hebrajski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8d09f7c2-d10c-4818-a91d-d2f1b8ec7973,skill/competence,transversal,posługiwać się językiem gudźarati w piśmie,released,posługiwać się językiem gudżarati w piśmie,Tworzyć teksty pisane w języku gudźarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudżarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,knowledge,transversal,walijski,released,,Język walijski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e12171c-d2b4-4a79-a3ff-ebe18913cc9f,skill/competence,transversal,rozumieć język kazachski w piśmie,released,,Czytać i rozumieć pisemne teksty w języku kazachskim.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazachski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,skill/competence,transversal,rozumieć język serbski w mowie,released,,Rozumieć wyrażany ustnie język serbski.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,knowledge,transversal,kataloński,released,,Język kataloński.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,knowledge,transversal,romski,released,,Rodzina językowa języków romskich.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f1efe4e-5f92-43b0-a329-3c17c1460a37,skill/competence,transversal,rozumieć język azerski w piśmie,released,,Czytać i rozumieć pisemne teksty w języku azerskim.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azerski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,knowledge,transversal,język irlandzki,released,,Język irlandzki. Język irlandzki jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff32017-9a19-400c-8de5-8a93198864be,skill/competence,transversal,posługiwać się językiem maltańskim w piśmie,released,,Tworzyć teksty pisane w języku maltańskim.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,skill/competence,transversal,posługiwać się językiem walońskim w piśmie,released,,Tworzyć teksty pisane w języku walońskim.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,waloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,skill/competence,transversal,rozumieć język serbski w piśmie,released,,Czytać i rozumieć pisemne teksty w języku serbskim.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,skill/competence,transversal,rozumieć język hebrajski w mowie,released,,Rozumieć wyrażany ustnie język hebrajski.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93c6c3ac-e344-460b-888f-662f6dcc7685,skill/competence,transversal,rozumieć język łaciński w piśmie,released,rozumieć łacinę w piśmie,Czytać i rozumieć pisemne teksty w języku łacińskim.,http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e,łaciński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,skill/competence,transversal,rozumieć język bułgarski w mowie,released,,Rozumieć wyrażany ustnie język bułgarski.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bułgarski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96ab25a3-c89b-43ea-833b-26b637c3b6ed,skill/competence,transversal,rozumieć język niderlandzki w piśmie,released,,Czytać i rozumieć pisemne teksty w języku niderlandzkim.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,niderlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e,knowledge,cross-sector,łaciński,released,łacina,Język łaciński.,http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7,Języki klasyczne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97ca0f19-c53f-4c38-b983-398345cba227,skill/competence,transversal,posługiwać się językiem albańskim w piśmie,released,,Tworzyć teksty pisane w języku albańskim.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98d31888-bb47-4f54-b339-bd0b9c289048,skill/competence,transversal,posługiwać się językiem słoweńskim w mowie,released,,Porozumiewać się ustnie w języku słoweńskim.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,słoweński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,skill/competence,transversal,rozumieć język litewski w mowie,released,,Rozumieć wyrażany ustnie język litewski.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,litewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9996836f-788c-4f04-a792-c831b2e94e2f,skill/competence,transversal,rozumieć język marathi w piśmie,released,,Czytać i rozumieć pisemne teksty w języku marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,język marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99b3532b-2f47-47f5-b194-708957acf0a8,skill/competence,transversal,rozumieć język baskijski w mowie,released,,Rozumieć wyrażany ustnie język baskijski.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baskijski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,skill/competence,transversal,posługiwać się językiem greckim w mowie,released,,Porozumiewać się ustnie w języku greckim.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,grecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,knowledge,transversal,słoweński,released,,Język słoweński. Słoweński jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,knowledge,transversal,gudżarati,released,gudźarati,Język gudżarati.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bccf172-587b-489b-84b7-5e1c8cc91520,skill/competence,transversal,rozumieć język szwedzki w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku szwedzkim.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,szwedzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce34147-6618-4f1b-bbe3-f46e9aa17211,skill/competence,transversal,posługiwać się językiem limburskim w mowie,released,,Posługiwanie się językiem limburskim w mowie.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9,skill/competence,transversal,rozumieć język portugalski w piśmie,released,,Umiejętność czytania i rozumienia testów pisanych w języku portugalskim.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,skill/competence,transversal,posługiwać się językiem bengalskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku bengalskim.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,skill/competence,transversal,rozumieć język hiszpański w mowie,released,,Zrozumienie języka hiszpańskiego w mowie.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,hiszpański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,knowledge,transversal,islandzki,released,,Język islandzki.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2358129-ba05-49bb-914f-03420a8be102,skill/competence,transversal,rozumieć język hebrajski w piśmie,released,,Umiejętność czytania i rozumienie tekstów napisanych w języku hebrajskim.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28c2024-0fa6-43fd-a848-1a7ec7fe28b0,skill/competence,transversal,rozumieć język albański w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku albańskim.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,knowledge,transversal,baskijski,released,,Język baskijski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e0c23e-db44-43f5-af4b-7e1b60deb6d8,skill/competence,transversal,rozumieć język galicyjski w mowie,released,rozumieć język galisyjski w mowie,Zrozumienie języka galicyjskiego w mowie.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a61e9686-7e8f-44ec-967b-d6445f90230b,skill/competence,transversal,rozumieć język galicyjski w piśmie,released,rozumieć język galisyjski w piśmie,Umiejętność czytania i zrozumienie tekstów pisanych w języku galicyjskim.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,skill/competence,transversal,rozumieć język albański w mowie,released,,Zrozumienie języka albańskiego w mowie.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,skill/competence,transversal,rozumieć język jidysz w piśmie,released,,Umiejętność czytania i zrozumienie tekstów pisanych w języku jidysz.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jidysz
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a88e4c9e-5a40-4da7-acf1-02e4a9e46da2,skill/competence,transversal,rozumieć język węgierski w piśmie,released,,Umiejętność czytania i zrozumienie tekstów pisanych w języku węgierskim.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,węgierski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9170bca-28d9-4bb5-b950-0d0f712d1cd2,skill/competence,transversal,rozumieć język duński w mowie,released,,Zrozumienie języka duńskiego w mowie.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,duński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,knowledge,transversal,bośniacki,released,,Język bośniacki.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,knowledge,transversal,turecki,released,,Język turecki.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aaf57e19-0d41-4361-8de9-bcd858e3f10d,skill/competence,transversal,posługiwać się językiem katalońskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku katalońskim.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,kataloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,skill/competence,transversal,posługiwać się językiem estońskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku estońskim.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,skill/competence,transversal,posługiwać się językiem azerskim w mowie,released,,Posługiwanie się językiem azerskim w mowie.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azerski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,skill/competence,transversal,posługiwać się językiem litewskim w mowie,released,,Posługiwanie się językiem litewskim w mowie.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,litewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,skill/competence,transversal,rozumieć język rumuński w piśmie,released,,Umiejętność czytania i zrozumienie tekstów pisanych w języku rumuńskim.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,rumuński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,skill/competence,transversal,rozumieć język arabski w piśmie,released,,Czytać i rozumieć teksty pisane w języku arabskim.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,skill/competence,transversal,rozumieć język arabski w mowie,released,,Rozumieć mówiony język arabski.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,knowledge,transversal,gruziński,released,,Język gruziński.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,skill/competence,transversal,posługiwać się językiem hindi w piśmie,released,,Redagować teksty pisemne w języku hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,knowledge,transversal,litewski,released,,Język litewski. Język litewski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,skill/competence,transversal,posługiwać się językiem włoskim w mowie,released,,Porozumiewać się ustnie w języku włoskim.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,włoski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,skill/competence,transversal,posługiwać się językiem sardyńskim w piśmie,released,,Redagować teksty pisemne w języku sardyńskim.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardyński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,skill/competence,transversal,posługiwać się językiem bihari w mowie,released,,Porozumiewać się ustnie w języku bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,skill/competence,transversal,czytać w języku chińskim,released,,Redagować teksty pisemne w języku chińskim.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,język chiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,skill/competence,transversal,posługiwać się językiem urdu w piśmie,released,,Redagować teksty pisemne w języku urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,skill/competence,transversal,rozumieć język norweski w piśmie,released,,Czytać i rozumieć teksty pisane w języku norweskim.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norweski
