conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,zapobiegać utracie ciepła w piecu,released,skill/competence,occupation-specific,,Zapobiegać utracie ciepła poprzez uszczelnienie drzwi pieca cegłami i gliną.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,obsługa pieców i urządzeń do suszenia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,wpływ turystyki na środowisko,released,knowledge,sector-specific,oddziaływanie środowiskowe turystyki | wpływ środowiskowy turystyki | oddziaływanie turystyki na środowisko,Badanie wpływu podróży i działalności turystycznej na środowisko w zakresie wyjazdów turystycznych.,http://data.europa.eu/esco/isced-f/1015,"podróże, turystyka i wypoczynek"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,rodzaje przetworników energii fal,released,knowledge,sector-specific,,"Różnego rodzaju urządzenia wykorzystujące energię fal, takie jak absorber punktowy w formie boi, tzw. „węże morskie” (ang. surface attenuator), przetworniki OWSC (ang. oscillating wave surge converter), urządzenia typu overtopping lub zanurzone przetworniki różnicy ciśnień.
	",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e420d23-3733-482b-8513-4611f8a70059,usuwać formy betonowe,released,skill/competence,sector-specific,,"Usuwać formy betonowe po zakończeniu dojrzewania betonu. W miarę możliwości odzyskiwać materiały, czyścić je i podejmować właściwe kroki, aby przechowywać je do późniejszego ponownego wykorzystania.",http://data.europa.eu/esco/skill/aa95f606-13ec-4242-a6bc-635a1aaa841c | http://data.europa.eu/esco/skill/d9be4ab0-f7d9-4b27-bd01-6cf1d43d1865,rozmieszczać formy do betonu | montaż elementów betonowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,angażować innych w zachowania przyjazne dla środowiska,released,skill/competence,transversal,,"Informować o zachowaniach przyjaznych dla środowiska oraz je promować w sieciach społecznych i w pracy.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,stosować umiejętności i kompetencje związane ze środowiskiem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,normy w zakresie budownictwa ekologicznego,released,knowledge,sector-specific,wytyczne dotyczące zielonego budownictwa | normy zrównoważonego budownictwa | energooszczędne przepisy budowlane,"Wytyczne opisujące, w jaki sposób projektować i wznosić budynki ekologiczne. Są one zgodne z kryterium ograniczania wpływu budynków na środowisko i zapewniają jednocześnie stosowanie praktyk ekologicznych przez ich mieszkańców.",http://data.europa.eu/esco/isced-f/0732,budownictwo oraz inżynieria lądowa i wodna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,kształcić w zakresie zrównoważonej turystyki,released,skill/competence,sector-specific,,"Opracowywać programy i zasoby edukacyjne dla osób lub grup z przewodnikiem w celu zapewniania informacji na temat zrównoważonej turystyki oraz wpływu interakcji ludzi na środowisko, lokalną kulturę i dziedzictwo naturalne. Edukować podróżników w zakresie wywierania pozytywnego wpływu na środowisko i zwiększania świadomości na temat kwestii środowiskowych.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coaching i mentoring
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,udzielać informacji na temat turbin wiatrowych,released,skill/competence,sector-specific,,"Udzielać organizacjom i osobom fizycznym poszukującym alternatywnych metod zapewnienia energii informacji na temat kosztów, korzyści i negatywnych aspektów instalacji i eksploatacji turbin wiatrowych w obiektach mieszkalnych i ogólnych, a także kwestii, które należy wziąć pod uwagę przy rozważaniu wdrożenia technologii turbin wiatrowych.",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823 | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,udostępnianie informacji ogółowi społeczeństwa i klientom | udzielać informacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8029637c-00eb-4764-ae88-387611176c4b,analizować potrzeby logistyczne,released,skill/competence,sector-specific,,Analizować potrzeby logistyczne wszystkich działów na poziomie organizacyjnym.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,myśleć krytycznie | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,agroleśnictwo,released,knowledge,sector-specific,,"Wykorzystanie systemów i technologii gospodarowania gruntami, w których drzewa i inne rośliny drzewiaste łączy się z tradycyjną uprawą na gruntach uprawnych w celu utrzymania produkcji rolnej przy jednoczesnym zapewnieniu ochrony środowiska naturalnego.
	",http://data.europa.eu/esco/isced-f/0821,leśnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/811f3583-3956-477e-b4c8-e8c53eb44cc3,technologie prymitywne,released,knowledge,occupation-specific,,"Technologie stworzone na potrzeby lub wykonane z elementów przyrodniczych, które wspierają w przeżyciu na obszarach dzikich, takie jak rzemieślnictwo, narzędzia i broń ułatwiające przeżycie.",http://data.europa.eu/esco/isced-f/0214,rękodzieło
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,zagrożenia środowiskowe,released,knowledge,sector-specific,,"Zagrożenia dla środowiska związane z zagrożeniami biologicznymi, chemicznymi, jądrowymi, radiologicznymi i fizycznymi.",http://data.europa.eu/esco/isced-f/0521,nauki o środowisku
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,badać próbki pod kątem zanieczyszczeń,released,skill/competence,sector-specific,,"Mierzyć stężenia zanieczyszczeń w próbkach. Obliczać zanieczyszczenie powietrza lub przepływ gazu w procesach przemysłowych. Określać potencjalne zagrożenia dla bezpieczeństwa lub zdrowia, takie jak promieniowanie.",http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,dokonywać pomiaru poziomu zanieczyszczeń | przeprowadzać badania próbek | testowanie i analizowanie substancji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,rodzaje paneli fotowoltaicznych,released,knowledge,cross-sector,ogniwo słoneczne | ogniwo słoneczne polimerowe | systemy fotowoltaiczne | sprzęt fotowoltaiczny | ogniwo słoneczne nanokrystaliczne | typy paneli fotowoltaicznych | typologia paneli fotowoltaicznych | panele fotowoltaiczne | rodzaje ogniw fotowoltaicznych | rozwiązania fotowoltaiczne | typy ogniw fotowoltaicznych | typologia ogniw fotowoltaicznych | system pv,"Różne rodzaje ogniw i paneli fotowoltaicznych, o różnorodnej wydajności w różnych warunkach pogodowych, ich koszty, trwałość i żywotność oraz możliwości montażowe.",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,systemy sztucznego oświetlenia,released,knowledge,sector-specific,,"Rodzaje sztucznego oświetlenia i ich zużycie energii elektrycznej. Oświetlenie fluorescencyjne o wysokiej częstotliwości, oświetlenie LED, naturalne światło dzienne i zaprogramowane systemy sterowania umożliwiają wydajne zużycie energii.
	",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4,przepisy w zakresie usuwania odpadów,released,knowledge,sector-specific,,"Przepisy i umowy prawne regulujące prowadzenie działalności w zakresie usuwania odpadów.
	",http://data.europa.eu/esco/isced-f/1021,usługi sanitarne komunalne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144,prowadzić dokumentację w zakresie gromadzenia odpadów,released,skill/competence,sector-specific,,"Prowadzić dokumentację tras zbierania odpadów, harmonogramów oraz rodzajów i ilości zbieranych odpadów.",http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,prowadzić rejestr podejmowanych czynności zawodowych | prowadzenie rejestrów operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,szczupła produkcja,released,knowledge,cross-sector,,"Szczupła produkcja to metoda ukierunkowana na ograniczenie do minimum odpadów generowanych w ramach systemów produkcji przy jednoczesnym osiągnięciu maksymalnej wydajności.
	",http://data.europa.eu/esco/isced-f/0413,zarządzanie i administracja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,prowadzić szkolenia w zakresie rozwoju zrównoważonej turystyki i zarządzania nią,released,skill/competence,sector-specific,,"Zapewniać szkolenia i budować zdolności pracowników sektora turystycznego w celu informowania ich o najlepszych praktykach dotyczących rozwoju ośrodków i pakietów turystycznych oraz zarządzania nimi, przy jednoczesnym zapewnieniu minimalnego wpływu na środowisko i społeczności lokalne oraz ścisłej ochrony obszarów chronionych oraz gatunków dzikiej fauny i flory.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,szkolenie w zakresie procedur operacyjnych | przeprowadzać szkolenia na temat problematyki środowiskowej
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,efektywność energetyczna,released,knowledge,sector-specific,,"Zakres informacji dotyczących ograniczania zużycia energii. Obejmują one obliczanie zużycia energii, zapewnianie certyfikatów i środków wsparcia, oszczędność energii poprzez zmniejszenie popytu, zachęcanie do efektywnego korzystania z paliw kopalnych oraz promowanie wykorzystania energii ze źródeł odnawialnych.",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,dbać o systemy skupiania światła słonecznego,released,skill/competence,sector-specific,,"Wykonywać rutynową obsługę techniczną i naprawy systemów wykorzystujących materiały odblaskowe, takie jak soczewki i lustra, oraz systemów śledzenia służących do skupiania światła słonecznego w wiązkę stanowiącą źródło energii dla elektrowni poprzez wytwarzanie ciepła.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"konserwacja urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,zarządzać projektami z zakresu rybołówstwa,released,skill/competence,sector-specific,,"Konsultować się z wykonawcami z sektora rządowego i prywatnego w zakresie projektów dotyczących rybołówstwa, takich jak działania na rzecz odbudowy. Przedstawiać proponowane plany i zapewniać fachową wiedzę. Przygotowywać wnioski o dotacje w ramach programów dotyczących rybołówstwa. Zapewniać pomoc techniczną w projektach obywatelskich w dziedzinie rybołówstwa. Badać wpływ zmian w środowisku na wody. Reagować na skargi obywateli. Przygotowywać zalecenia mające na celu zidentyfikowanie problemów związanych z rybołówstwem i zaproponowanie rozwiązań.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,"kierowanie projektami, nadzór nad nimi i ich koordynacja | zarządzać projektem"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,naprawiać szkody w środowisku,released,skill/competence,sector-specific,przeprowadzić remediację środowiska | przeprowadzanie remediacji środowiska | wykonywanie remediacji środowiska | podjąć się remediacji środowiska,Prowadzić działania zapewniające usunięcie ze środowiska źródeł zanieczyszczeń i skażeń zgodnie z przepisami dotyczącymi naprawy szkód w środowisku.,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przyjmować sposoby na ograniczenie zanieczyszczenia | zapewniać zgodność z przepisami środowiskowymi | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,projektować systemy kolektorów farm wiatrowych,released,skill/competence,sector-specific,projektowanie systemów kolektorów farm wiatrowych | specyfikacja systemów kolektorów farm wiatrowych | określić systemy kolektorów farm wiatrowych | projekt lądowej farmy wiatrowej,"Projektować systemy łączące poszczególne turbiny wiatrowe na farmie wiatrowej, gromadzące energię elektryczną i przesyłające ją do stacji elektroenergetycznej, która umożliwia przesył wytwarzanej energii elektrycznej, zapewniając bezpieczne i efektywne połączenie między turbinami a stacją elektroenergetyczną.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"projektowanie materiałów, systemów lub produktów przemysłowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,doradzać w kwestii efektywności energetycznej systemów ogrzewania,released,skill/competence,cross-sector,,Udzielać klientom informacji i porad na temat sposobów utrzymania efektywności energetycznej systemu ogrzewania w domach lub biurach oraz możliwych alternatywnych rozwiązań.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,doradzać innym | doradzać w zakresie poprawy efektywności | doradztwo w zakresie produktów i usług
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,opracowywać programy recyclingu,released,skill/competence,sector-specific,,Opracowywać i koordynować programy recyklingu; gromadzić i przetwarzać materiały nadające się do recyklingu w celu zmniejszenia ilości odpadów.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,opracowywanie strategii i procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,przestrzegać procedur w zakresie zdrowia i bezpieczeństwa w sektorze budowlanym,released,skill/competence,cross-sector,,"Stosować odpowiednie procedury bezpieczeństwa i higieny w budownictwie w celu zapobiegania wypadkom, zanieczyszczeniom i innym zagrożeniom.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,przestrzeganie procedur bhp
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,obligacje ekologiczne,released,knowledge,sector-specific,,"Instrumenty finansowe będące przedmiotem obrotu na rynkach finansowych, służące pozyskaniu kapitału na realizację projektów przynoszących określone korzyści dla środowiska.
	",http://data.europa.eu/esco/isced-f/0412,"finanse, bankowość i ubezpieczenia"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,zarządzać zużyciem energii w budynkach,released,skill/competence,cross-sector,,"Przyczyniać się do opracowywania skutecznych strategii zarządzania energią oraz zapewniać, że są one zrównoważone dla budynków. Dokonywać przeglądu budynków i infrastruktury w celu określenia, gdzie można dokonać ulepszeń w zakresie efektywności energetycznej.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,prowadzić badania dotyczące otoczenia lotniska,released,skill/competence,sector-specific,prowadzić badania dotyczące otoczenia portu lotniczego,"Przygotowywać i przeprowadzać badania środowiskowe, modelować jakość powietrza i badać zagospodarowanie przestrzenne.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,prowadzenie badań naukowych lub rynkowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,przeprowadzać kontrolę erozji,released,skill/competence,sector-specific,zarządzanie kontrolą erozji | zarządzanie erozją | kontrola erozji | przeprowadzić kontrolę erozji | zarządzać kontrolą erozji | prowadzenie kontroli erozji,"Zarządzać procesami i projektami w zakresie kontroli erozji. Planować działania kontrolujące erozję, aby kontrolować lub zapobiegać występowaniu erozji i unikać zanieczyszczenia wody lub ubytku gleby.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,identyfikować nowe możliwości w zakresie recyklingu,released,skill/competence,cross-sector,,"Badać pomysły i wyszukiwać możliwości poprawy zbierania, przetwarzania i recyklingu odpadów.",http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,gospodarka o obiegu zamkniętym | wykazywać się przedsiębiorczością | identyfikacja możliwości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,promować świadomość środowiskową,released,skill/competence,cross-sector,,"Promować zrównoważony rozwój i zwiększać świadomość na temat wpływu człowieka i przemysłu na środowisko na podstawie śladów węglowych procesów biznesowych i innych praktyk.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,doradzać w kwestiach związanych z użytkowaniem gruntów,released,skill/competence,cross-sector,,"Zalecać najlepsze sposoby wykorzystania gruntów i zasobów. Doradzać w sprawie lokalizacji dróg, szkół, parków itp.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,doradzać innym | korzystać z technik konsultacyjnych | udzielanie porad w kwestiach biznesowych lub operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,przeprowadzać procedury uzdatniania wody,released,skill/competence,sector-specific,,"Wykonywać operacje takie jak filtrowanie, sterylizacja i odchlorowanie w celu oczyszczenia wody do spożycia i produkcji żywności przy użyciu różnych procedur i technologii, takich jak mikrofiltracja, odwrócona osmoza, ozonowanie, filtracja węglowa lub światło UV.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologia,released,knowledge,cross-sector,,"Ziemia lita, rodzaje skał, struktury i procesy ich zmiany.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,nauka o Ziemi | nauki o ziemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponika,released,knowledge,sector-specific,,"System produkcji roślinnej bez zastosowania środowiska stałego takiego jak gleba. Korzenie roślin znajdują się bezpośrednio w środowisku powietrznym lub aerozolowym i są opryskiwane roztworami odżywczymi.
   ",http://data.europa.eu/esco/isced-f/0812,ogrodnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,przepisy dotyczące uwalniania surowców do morza,released,knowledge,occupation-specific,ustawodawstwo dotyczące zrzutu surowców do morza w sposób przyjazny dla środowiska | kodeksy prawne dotyczące zrzutów surowców do morza | wymogi środowiskowe dotyczące zrzutu surowców do morza | wymogi prawne dotyczące zrzutu surowców do morza | ustawodawstwo dotyczące zrzutu surowców do morza | rozporządzenie w sprawie uwalniania surowców do oceanu | przepisy dotyczące uwalniania nieoczyszczonych ścieków do morza | rozporządzenie w sprawie uwalniania surowców do morza | rozporządzenie w sprawie zrzutów surowców do oceanu,"Przepisy ochrony środowiska dotyczące odprowadzania surowców do morza, w tym stosowania dezynfekcji chemicznej i odchlorowania w celu wytworzenia czystego i bezpiecznego wycieku nadającego się do odprowadzania do morza.
	",http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,monitorować grunty,released,skill/competence,occupation-specific,,"Monitorować grunty podczas specjalnych wydarzeń, aby zapewnić ochronę systemu, zgłaszać stan oraz ubytki wody oraz roślin w wyniku nieprawidłowego działania systemu.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,uprawiać rolnictwo precyzyjne,released,skill/competence,sector-specific,,"Wykorzystywać nowoczesne technologie i sprzęt z precyzyjnymi systemami pozycjonowania, mapowaniem geograficznym i/lub zautomatyzowanymi systemami kierowania pracami rolniczymi.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,obsługa urządzeń rolniczych lub leśnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,zarządzać odpadami skalnymi,released,skill/competence,occupation-specific,,Zarządzać odpadami pochodzącymi z materiałów zebranych w trakcie operacji zagospodarowania.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,unieszkodliwianie nieszkodliwych odpadów lub resztek | zarządzać odpadami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,chronić lasy,released,skill/competence,sector-specific,,"Dążyć do zachowania i odtworzenia struktur leśnych, różnorodności biologicznej i funkcji ekologicznych.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,przekazywać informacje na temat wpływu górnictwa na środowisko,released,skill/competence,sector-specific,,"Przygotowywać rozmowy, wykłady, konsultacje z zainteresowanymi stronami oraz publiczne przesłuchania na temat kwestii środowiskowych związanych z górnictwem.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,udzielanie porad w sprawach środowiskowych | oceniać wpływ na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,dbać o wytwórnię biogazu,released,skill/competence,occupation-specific,,"Wykonywać rutynowe czynności konserwacyjne i naprawy urządzeń przetwarzających uprawy energetyczne i odpady z gospodarstw, zwane beztlenowymi komorami fermentacyjnymi. Zapewniać prawidłowe działanie urządzeń w procesie przekształcania biomasy na biogaz wykorzystywany do wytwarzania ciepła i energii elektrycznej.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,montaż elementów drewnianych i metalowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternatywne źródła energii,released,knowledge,cross-sector,alternatywna energia,"Źródła energii, które nie pochodzą z paliw kopalnych i charakteryzują się niewielką emisją gazów cieplarnianych.
	",http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,energia ze źródeł odnawialnych | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,zarządzać planami wykorzystania organicznych produktów ubocznych,released,skill/competence,occupation-specific,,"Wdrażać plany wykorzystania ekologicznych produktów ubocznych. Gwarantować, że plany dotyczące wykorzystania ekologicznych produktów ubocznych są zgodne z odpowiednim prawodawstwem, kodeksami praktyk i procedurami upraw. Zapewniać wprowadzanie systemów ochrony ludzi i zwierząt przed zagrożeniami wynikającymi z pracy z ekologicznymi produktami ubocznymi, takimi jak gazy z gnojówki. Monitorować wykorzystanie ekologicznych produktów ubocznych i podejmować odpowiednie działania w przypadku wykrycia problemów.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,wdrażanie nowych procedur i procesów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,gromadzić zepsute urządzenia,released,skill/competence,occupation-specific,,"Gromadzić lub odbierać produkty, które nie są już sprawne i nie mogą zostać naprawione z gospodarstw domowych, organizacji lub punktów zbiórki, tak aby można je było posortować lub poddać recyklingowi.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sortowanie materiałów lub produktów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,architektura pojazdów hybrydowych,released,knowledge,sector-specific,pojazd hybrydowy | hybryda typu plug-in | pojazd wodorowy | autobusy hybrydowe,"Nomenklatura, klasyfikacja i architektury pojazdów hybrydowych, z uwzględnieniem kwestii wydajności. Zalety i wady napędu hybrydowego szeregowego, równoległego i szeregowo-równoległego.
	",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,promować zasady zrównoważonego wystroju wnętrz,released,skill/competence,cross-sector,promować zasady zrównoważonej architektury wnętrz,Opracować przyjazny dla środowiska projekt wnętrz i promować stosowanie opłacalnych i odnawialnych materiałów.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | promować zrównoważy rozwój | projektowanie struktur i infrastruktury
