conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,rozwiązywać problemy systemu ICT,released,skill/competence,cross-sector,zarządzać problemami z systemem ICT | rozwiązywać problemy systemowe | rozwiązywać problemy systemu teleinformatycznego | rozwiązywać problemy z systemem ICT | analizować problemy z systemem ICT | prowadzić diagnostykę problemów systemu ICT,"Identyfikacja potencjalnych awarii komponentów. Monitorowanie, dokumentowanie i informowanie o incydentach. Wykorzystanie odpowiednich zasobów z minimalnym czasem przestojów oraz wdrożenie odpowiednich narzędzi diagnostycznych.",http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,rozwiązywać problemy | rozwiązywać problemy techniczne | rozwiązywanie problemów komputerowych | znajdować rozwiązania problemów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e14c1d8-72f2-45ba-815d-0d12e12d19fa,opracowywać mapy tematyczne,released,skill/competence,cross-sector,,"Korzystanie z różnych technik, takich jak tworzenie map wyboru i map symetrycznych w celu opracowywania map tematycznych w oparciu o informacje geoprzestrzenne, z wykorzystaniem programów komputerowych.",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,stosowanie projektowania wspomaganego komputerowo i narzędzi kreślarskich
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,korzystać z przyrządów do pomiaru dźwięku,released,skill/competence,occupation-specific,,"Stosowanie przyrządów, takich jak przetworniki i mierniki poziomu dźwięku, do pomiaru poziomu hałasu w środowisku w celu zapobiegania zanieczyszczeniu hałasem.",http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,stosowanie precyzyjnych urządzeń pomiarowych | korzystać z przyrządów pomiarowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,narzędzia do projektowania baz danych,released,knowledge,sector-specific,mikrokontrolery | narzędzia do tworzenia baz danych,"Metody i narzędzia wykorzystywane do tworzenia logicznej i fizycznej struktury baz danych, takie jak struktury logiczne danych, schematy, metodologie modelowania i stosunki jednostkowe.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,metody eksploracji danych,released,knowledge,cross-sector,,Techniki eksploracji danych stosowane w celu określenia i analizy zależności między poszczególnymi elementami gospodarki i wprowadzania do obrotu.,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180 | http://data.europa.eu/esco/isced-f/0612,eksploracja danych | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9faa44df-0821-4f69-8f86-184c799cf44f,oprogramowanie HeroEngine,released,knowledge,sector-specific,,"Oparta na chmurze platforma współpracy obejmująca zintegrowane środowiska rozwojowe i specjalistyczne narzędzia projektowe, zaprojektowane do szybkiej iteracji gier komputerowych pochodzących od użytkowników. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,zarządzać danymi,released,skill/competence,sector-specific,zarządzać cyklem życia danych | administracja danymi | zarządzać zasobami danych | administrować danymi | zarządzać wszystkimi rodzajami danych | zarządzanie zasobami danych | korzystać z narzędzi zapewniania jakości danych,"Zarządzanie wszystkimi rodzajami zasobów danych w całym ich cyklu życia poprzez sporządzanie profili danych, profilowanie, normalizację, rozstrzyganie kwestii tożsamości, czyszczenie, usprawnianie i badanie sprawozdań finansowych. Zapewnienie, aby dane były adekwatne do zakładanych celów, z wykorzystaniem specjalistycznych narzędzi ICT w celu spełnienia kryteriów dotyczących jakości danych.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2,lingwistyka komputerowa,released,knowledge,sector-specific,,"Dziedzina informatyki, która bada modelowanie języków naturalnych na języki obliczeniowe i programistyczne.",http://data.europa.eu/esco/skill/810df100-e85a-4c13-b619-34030a75ecc2 | http://data.europa.eu/esco/isced-f/0232,lingwistyka | literatura i językoznawstwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb,mobilność jako usługa,released,knowledge,sector-specific,,"Świadczenie usług w zakresie mobilności za pomocą technologii cyfrowych umożliwiających klientom planowanie, rezerwowanie i opłacanie podróży. Dotyczy ono oferowania usług mobilności współdzielonej i mobilności zgodnej z zasadami zrównoważonego rozwoju dostosowanych do potrzeb użytkowników w zakresie podróży oraz znajomości różnych aplikacji służących do tego celu.
	",http://data.europa.eu/esco/isced-f/1041,usługi transportowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06aa85f-2879-4a02-a6bd-cd60cdfc3f12,automatyczna inspekcja optyczna,released,knowledge,sector-specific,,"Podczas automatycznej kontroli optycznej (AOI) dokonuje się kontroli płytek obwodów drukowanych (PCB) lub urządzeń do montażu powierzchniowego (SMD) za pomocą urządzenia do automatycznej kontroli optycznej. Podczas każdego badania w ramach zautomatyzowanego mechanizmu optycznego, za pomocą specjalnej kamery pobierane jest wiele obrazów, które są porównywane z poprzednio zmontowanymi płytkami w celu wykrycia ewentualnych anomalii.",http://data.europa.eu/esco/isced-f/0914,technologia związana z diagnostyką medyczną i leczeniem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50,oprogramowanie do planowania produkcji akwakultury,released,knowledge,sector-specific,,Zasady funkcjonowania i wykorzystanie oprogramowania przeznaczonego do planowania produkcji akwakultury.,http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e | http://data.europa.eu/esco/isced-f/0831,korzystać z oprogramowania do planowania produkcji | rybołówstwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0bf9b9d-e53f-418c-a839-5d99eff718fe,optymalizować działanie wyszukiwarek,released,skill/competence,cross-sector,,"Przeprowadzanie badań marketingowych i strategii dotyczących optymalnych procesów wyszukiwarki, znane również jako marketing w wyszukiwarkach (SEM), w celu zwiększenia natężenia ruchu online i znajomości strony internetowej.",http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"przeglądanie, wyszukiwanie i filtrowanie danych cyfrowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d,interakcja z wykorzystaniem technologii cyfrowych,released,skill/competence,cross-sector,interakcja w środowiskach cyfrowych,Współdziałanie za pomocą różnych technologii cyfrowych i zrozumienie odpowiednich środków komunikacji cyfrowej w danym kontekście.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,współpraca i komunikacja cyfrowa | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,przeszukiwać bazy danych,released,skill/competence,cross-sector,,Wyszukiwanie informacji lub osób korzystających z baz danych.,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2 | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"analiza danych, informacji i treści cyfrowych | wyszukiwać informacje w internecie | korzystać z baz danych | przeglądanie, wyszukiwanie i filtrowanie danych cyfrowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18b1d91-f0bd-495d-ba8e-d9532f117b89,właściwości gier wideo,released,knowledge,cross-sector,,Charakterystyka i spostrzeżenia dotyczące gier wideo w celu odpowiedniego doradzania klientom.,http://data.europa.eu/esco/isced-f/0416,sprzedaż hurtowa i detaliczna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a283db93-b160-4b6f-9855-4e79806c4674,Project Anarchy,released,knowledge,sector-specific,,"Mobilny silnik gier, który stanowi platformę oprogramowania, składającą się ze zintegrowanych środowisk programistycznych i specjalistycznych narzędzi projektowych, zaprojektowanych do szybkiej iteracji gier komputerowych pochodzących od użytkowników. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2842c30-be76-4327-9dce-ff56cf830533,przeprowadzać operacje szyfrowania sygnału,released,skill/competence,occupation-specific,,"Sterowanie i monitorowanie sieci radiowej sił powietrznych i wykonywanie przez nią działań w zakresie wykrywania i wprowadzania naruszeń, w celu zakłócenia funkcjonowania niekorzystnych emisji. Szyfrowanie polega głównie na łączności głosowej i sygnałach przy użyciu procesorów sygnałów cyfrowych (DSP).",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,obsługa sprzętu łącznościowego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28df07f-976c-4eb4-b29a-06161af39756,korzystać z systemów CMMS,released,skill/competence,sector-specific,korzystać z komputerowych systemów zarządzania utrzymaniem ruchu,Korzystanie z komputerowych systemów zarządzania obsługą techniczną (CMMS) w celu ułatwienia podejmowania działań następczych w związku z pracami prowadzonymi w obiektach obsługi technicznej.,http://data.europa.eu/esco/skill/b916d60e-38e9-4241-914a-4e2144bda711 | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,obsługiwać skomputeryzowane systemy kontroli | zarządzać czynnościami konserwacyjnymi | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,hybrydowe systemy sterowania,released,knowledge,cross-sector,,"Systemy sterowania obejmujące zarówno podsystemy z dynamiką ciągłą, jak i z dynamiką dyskretną.",http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,oprogramowanie do projektowania wspomaganego komputerowo,released,knowledge,cross-sector,oprogramowanie CAD,"Oprogramowanie do projektowania wspomaganego komputerowo (CAD) w celu tworzenia, modyfikowania, analizy lub optymalizacji projektu.",http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2fef437-6719-47c2-8552-73b9fe81df86,planować zapotrzebowanie w zakresie ICT,released,skill/competence,occupation-specific,,"Planowanie długoterminowej zdolności sprzętowej, infrastruktury ICT, zasobów obliczeniowych, zasobów ludzkich i innych aspektów niezbędnych do sprostania zmieniającym się wymogom w zakresie produktów i usług ICT.",http://data.europa.eu/esco/skill/2c5cbddf-3393-452f-abb0-8e734d1b61be | http://data.europa.eu/esco/skill/92fc9726-5b5e-439e-a33c-06a8c63fbb9a,planować wymogi dotyczące przyszłych zdolności | przydzielanie zasobów i kontrolowanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a32c2a6d-02ea-42ec-b2b7-66659ce1811c,obsługiwać echosondę,released,skill/competence,sector-specific,,Obsługiwanie sprzętu technologicznego służącego do pomiaru głębokości oceanu. Obliczanie i interpretacja wyników oraz przekazywanie ich kierownictwu.,http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,obsługa sprzętu naukowo-laboratoryjnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a35b9b1c-ebfe-41ac-96be-2a7b2ea04670,przepływ pracy z wykorzystaniem plików,released,knowledge,sector-specific,,"Rejestrowanie ruchomych obrazów bez użycia taśmy, ale poprzez przechowywanie tych cyfrowych filmów wideo na dyskach optycznych, dyskach twardych i innych cyfrowych urządzeniach do przechowywania.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3882117-5ace-40b3-ad39-014d8b53c835,produkować zeskanowane obrazy,released,skill/competence,sector-specific,,"Tworzenie zeskanowanych obrazów, które spełniają różne kategorie i są wolne od potencjalnych wad.",http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,tworzenie wyświetlaczy i dekoracji wizualnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3bd38a7-06e4-4e9c-8bbc-75aa36871801,obsługiwać systemy wysyłania informacji,released,skill/competence,sector-specific,,"Obsługa systemów wysyłania informacji w celu rejestrowania procesu i obsługi poczty. Prowadzenie rejestrów błędów i określanie przesyłek, które nie zostały dostarczone. Zapewnienie identyfikowalności przesyłek pocztowych i małych paczek do momentu ich dostarczenia odbiorcom.",http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,dokumentowanie i rejestrowanie informacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,techniki zarządzania problemami ICT,released,knowledge,sector-specific,,Techniki związane z identyfikacją rozwiązań głównych przyczyn incydentów ICT.,http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e7ebba-5183-4df8-9203-35b9b9b8f4fa,gromadzić dane na temat klientów,released,skill/competence,sector-specific,,"Gromadzenie danych klienta, takich jak dane kontaktowe, dane karty kredytowej lub dane rozliczeniowe; gromadzenie informacji w celu śledzenia historii zakupów.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,gromadzenie informacji ze źródeł fizycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,ochrona danych,released,knowledge,sector-specific,,"Zasady, kwestie etyczne, regulacje i protokoły ochrony danych.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a46743b7-ff8c-49b6-99f7-7fa5bc241771,korzystać z elektronicznej dokumentacji medycznej przy świadczeniu usług pielęgniarskich,released,skill/competence,sector-specific,,"Korzystanie z elektronicznej dokumentacji medycznej do dokumentowania ocen dotyczących pielęgniarstwa, diagnostyki, interwencji i wyników opartych na porównywalnych systemach klasyfikacji w zakresie pielęgniarstwa i taksonomii pielęgniarstwa.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"korzystać z baz danych | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,projektować system informacyjny,released,skill/competence,sector-specific,projektować system teleinformatyczny | sporządzać projekt systemu informacyjnego | planować projekt systemu informacyjnego | przygotowywać projekt systemu informacyjnego | opracowywać projekt systemu informacyjnego | projektować system ICT,"Definiowanie architektury, składu, komponentów, modułów, interfejsów i danych na potrzeby zintegrowanych systemów informacyjnych (sprzęt, oprogramowanie i sieć), w oparciu o wymogi i specyfikacje systemowe.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4881e54-6055-4e61-855a-0a56ced7cfa3,ocena strategii internetowej,released,knowledge,sector-specific,,"Techniki stosowane do przeprowadzenia szczegółowej analizy obecności przedsiębiorstwa w internecie.
	",http://data.europa.eu/esco/isced-f/0414,marketing i reklama
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a48e97cc-9240-46e3-b62d-a6935f132bea,lokalizować skamieliny,released,skill/competence,occupation-specific,lokalizować skamieniałości | lokalizować skamienieliny,"Określanie lokalizacji skamielin za pomocą urządzeń do prześwietlania, radarów i innych.",http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,obsługa sprzętu naukowo-laboratoryjnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4a882a1-0263-4dd2-b29a-f0028cac2393,określać strategię integracji,released,skill/competence,sector-specific,,"Określanie strategii integracji systemów, obejmujące harmonogram, procesy wymagane do łączenia części składowych w podsystemy i systemy, sposoby interakcji komponentów oraz ryzyka związane z integracją.",http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,określać strategię dotyczącą technologii | opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4bead49-86a0-4849-8b6a-77cdcc157808,instrukcje producenta dotyczące sprzętu audiowizualnego,released,knowledge,sector-specific,,"Instrukcje producenta dotyczące instalacji sprzętu audio-wideo, jak określono w instrukcji obsługi.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,prowadzić badania użytkowników ICT,released,skill/competence,sector-specific,,"Realizacja czynności badawczych, takich jak rekrutacja uczestników, planowanie zadań, gromadzenie danych empirycznych, analiza danych i produkcja materiałów w celu oceny interakcji między użytkownikami a systemem, programem lub aplikacją ICT.",http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54 | http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d,"identyfikować potrzeby użytkownika ICT | przeprowadzanie badań, postępowań wyjaśniających i kontroli"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (programowanie komputerowe),released,knowledge,sector-specific,,"Techniki i zasady opracowywania oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania ML.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4e31589-3632-4926-91d0-15b889c90b9b,serwer aplikacji IBM WebSphere,released,knowledge,sector-specific,,Serwer aplikacji IBM WebSphere zapewnia elastyczne i bezpieczne otoczenie Java EE we wspieraniu infrastruktury i umieszczenia aplikacji na rynku.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,tworzenie i analizowanie oprogramowania i aplikacji | programowanie sieciowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4ec696c-ac73-4bd5-8a3c-09a783cf3944,korzystać z oprogramowania do planowania prac kopalni,released,skill/competence,sector-specific,,"Korzystanie ze specjalistycznego oprogramowania do planowania, projektowania i modelowania działalności wydobywczej.",http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,korzystać z oprogramowania do planowania produkcji | stosowanie projektowania wspomaganego komputerowo i narzędzi kreślarskich
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a50c6a0a-5171-4be6-aa2b-50fe4d025d45,tworzyć prototypy 3D obuwia przy wykorzystaniu projektowania wspomaganego komputerowo,released,skill/competence,sector-specific,tworzyć prototypy 3D obuwia przy wykorzystaniu CAD,"Umiejętność czytania i zrozumienia elementów wizualnych i specyfikacji projektu technicznego na podstawie szkiców, rysunków i ilustracji. Cyfryzacja lub skanowanie tych ostatnich. Tworzenie wzorów na podstawie kształtu tych elementów, zgodnie z wymaganiami klienta w odniesieniu do wymiarów. Modelowanie obuwia 3D za pomocą różnych funkcji oprogramowania CAD, takich jak wytwarzanie, manipulowanie i testowanie wirtualnych obrazów do wspomaganego komputerowo 3D artystycznego i technicznego projektowania obuwia. Tworzenie projektów alternatywnych, rozwijanie modeli wirtualnych i kolekcji. Udostępnianie tablic i katalogów prezentacji.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,korzystać z oprogramowania CAD | stosowanie projektowania wspomaganego komputerowo i narzędzi kreślarskich
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,technologia dźwięku,released,knowledge,cross-sector,,"Różne technologie do produkcji, rejestrowania i odtwarzania dźwięku.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a521903b-aa32-4954-9790-961b0df1261f,bezzałogowy system powietrzny,released,knowledge,sector-specific,bezzałogowy statek powietrzny | bezzałogowy system latający,Systemy stosowane do zdalnego sterowania bezzałogowymi statkami powietrznymi przez komputery pokładowe lub przez pilota na ziemi lub w powietrzu.,http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,poufność informacji,released,knowledge,sector-specific,kontrola dostępu do danych | poufność danych | ochrona prywatności konsumentów | ochrona danych osobowych,"Mechanizmy i przepisy umożliwiające selektywną kontrolę dostępu i gwarantujące, że tylko upoważnione strony (ludzie, procesy, systemy i urządzenia) mają dostęp do danych, sposób zachowania poufności informacji i ryzyka niezgodności z przepisami.",http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c | http://data.europa.eu/esco/isced-f/0612,przestrzegać obowiązku zachowania poufności | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,analizować dane,released,skill/competence,cross-sector,,"Analizowanie, przekształcanie i modelowanie danych, aby zapoznać się z przydatnymi informacjami i wspierać proces decyzyjny.",http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,"analiza danych, informacji i treści cyfrowych | analiza i ocena informacji i danych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a572fd00-6735-428b-9fb1-fd2bf6262b21,monitorować działania konkurentów w internecie,released,skill/competence,occupation-specific,monitorować działania konkurentów online | monitorować działania konkurentów on-line,Monitorowanie działalności przedsiębiorstw z tego samego sektora oferujących podobny produkt lub usługę w środowisku online.,http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,monitorowanie zasobów finansowych i ekonomicznych i związanej z tym działalności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,released,knowledge,sector-specific,,Język komputerowy LDAP jest językiem wyszukiwania informacji z bazy danych i dokumentów zawierających potrzebne informacje.,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,języki zapytań | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a59708e3-e654-4e37-8b8a-741c3b756eee,systemy multimedialne,released,knowledge,cross-sector,,"Metody, procedury i techniki eksploatacji systemów multimedialnych, zwykle w połączeniu z oprogramowaniem i sprzętem, obejmujące różne rodzaje nośników, takie jak materiały wideo i audio.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6532ae5-efc4-4ca4-b172-c11471940d09,e-biznes,released,knowledge,sector-specific,,"Każdy proces biznesowy realizowany za pośrednictwem sieci komputerowych. Polega on głównie na wykorzystywaniu sieci, internetu i intranetów do prowadzenia działalności gospodarczej. Obejmuje między innymi procesy biznesowe, takie jak zarządzanie relacjami z klientami i zarządzanie łańcuchem dostaw.",http://data.europa.eu/esco/isced-f/068,interdyscyplinarne programy i kwalifikacje związane z technologiami informacyjno-komunikacyjnymi (ict)
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,edytory graficzne,released,knowledge,sector-specific,GraphicConverter | Phatch | Adobe Photoshop Elements | IrfanView | GIMPshop | sK1 | Chasys Draw IES | Corel Photo-Paint | Sodipodi | Color It! | CinePaint | PhotoPerfect | Macromedia FreeHand | Fotografix | Pixia | Tux Paint | UFRaw | PMview | FastStone Image Viewer | Apache OpenOffice Draw | PhotoScape | Paint.NET | TVPaint | PixBuilder Photo Editor | SVG-edit | OmniGraffle | Darktable | Autodesk SketchBook Pro | Swift 3D | Zoner Photo Studio | Photogenics | QFX | ArtRage | GimPhoto | Corel Painter Essentials | Pixlr.com | Fatpaint | Pixelmator | Iridient Developer | Rawstudio | ACD Canvas | DigiKam | KolourPaint | Xara Xtreme LX | Shotwell | Project Dogwaffle | F-Spot | GraphicsMagick | CodedColor | cosmigo Pro Motion | Unified Color HDR PhotoStudio | Inkscape | Ulead PhotoImpact | XnView | LView Pro | vector graphics editor | G'MIC | Erdas Imagine | RawTherapee | ArcSoft PhotoImpression | LibreOffice Draw | Serif Photoplus | Picasa | Embroidermodder | NeoPaint | LazPaint | Serif DrawPlus | SAILightZone | GrafX2 | Pictor Paint | Balsamiq | Ability Photopaint | Photo Mechanic | XPaint | Xara Photo & Graphic Designer | PicMonkey | ImageMagick,"Dziedzina graficznych narzędzi ICT, które umożliwiają cyfrową edycję i komponowanie grafiki, takich jak GIMP, Adobe Photoshop i Adobe Illustrator, do tworzenia grafiki rastrowej 2D lub grafiki wektorowej 2D.",http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc | http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/isced-f/0611,specyfikacje oprogramowania teleinformatycznego | tworzyć grafikę komputerową | obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a72408af-b488-4ad4-801b-bbf16f7a7b57,instalować systemy mechanicznego sterowania roletami,released,skill/competence,sector-specific,,"Instalacja napędów mechanicznych i elektrycznych, takich jak korby i silniki rurowe. W razie potrzeby instalacja i łączenie komputerowych systemów sterowania, takich jak sterowanie zdalne, czujniki słoneczne i wiatrowe.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"montaż i naprawa urządzeń elektrycznych, elektronicznych i precyzyjnych"
